SUBJECT,lh-bankssts,lh-caudalanteriorcingulate,lh-caudalmiddlefrontal,lh-cuneus,lh-entorhinal,lh-fusiform,lh-inferiorparietal,lh-inferiortemporal,lh-isthmuscingulate,lh-lateraloccipital,lh-lateralorbitofrontal,lh-lingual,lh-medialorbitofrontal,lh-middletemporal,lh-parahippocampal,lh-paracentral,lh-parsopercularis,lh-parsorbitalis,lh-parstriangularis,lh-pericalcarine,lh-postcentral,lh-posteriorcingulate,lh-precentral,lh-precuneus,lh-rostralanteriorcingulate,lh-rostralmiddlefrontal,lh-superiorfrontal,lh-superiorparietal,lh-superiortemporal,lh-supramarginal,lh-frontalpole,lh-temporalpole,lh-transversetemporal,lh-insula,rh-bankssts,rh-caudalanteriorcingulate,rh-caudalmiddlefrontal,rh-cuneus,rh-entorhinal,rh-fusiform,rh-inferiorparietal,rh-inferiortemporal,rh-isthmuscingulate,rh-lateraloccipital,rh-lateralorbitofrontal,rh-lingual,rh-medialorbitofrontal,rh-middletemporal,rh-parahippocampal,rh-paracentral,rh-parsopercularis,rh-parsorbitalis,rh-parstriangularis,rh-pericalcarine,rh-postcentral,rh-posteriorcingulate,rh-precentral,rh-precuneus,rh-rostralanteriorcingulate,rh-rostralmiddlefrontal,rh-superiorfrontal,rh-superiorparietal,rh-superiortemporal,rh-supramarginal,rh-frontalpole,rh-temporalpole,rh-transversetemporal,rh-insula,lh-MeanThickness,rh-MeanThickness
p098_v7,0.31747153,0.86114657,0.48265845,0.3299129,1.2656661,1.2731168,0.84624225,0.947397,0.8854076,0.8625854,0.77028525,0.94443697,0.84926236,0.94072187,1.2019717,0.40426257,0.5769031,0.6621078,0.57336676,0.31756917,0.6495381,0.8154126,0.70813614,0.7274459,1.0144185,0.7212171,0.6060012,0.50364316,0.9127061,0.63154864,0.39886916,0.80417496,0.30314496,1.1393327,0.48666507,0.7488529,0.48246536,0.50433683,1.6111604,1.184359,0.7499586,0.95247495,0.9005749,0.7265954,0.77202564,1.057345,0.77346164,0.79697025,1.1342558,0.5808244,0.4994178,0.5314816,0.6301711,0.30180576,0.6339383,0.8588557,0.7014229,0.70558375,1.0822539,0.7707622,0.66107523,0.5489074,0.80569065,0.53125703,0.38683707,0.54505557,0.30856153,1.0286716,1.0909797,1.0451454
p186_v5,0.47266302,0.6710225,0.34335446,0.5617269,1.2761831,1.1569837,0.4473631,0.69455934,0.6968587,0.76381075,0.6896826,0.5597372,0.60355985,0.6592424,1.0509948,0.5491254,0.42805836,0.5809061,0.52527374,0.2654603,0.54493994,0.7360288,0.38827714,0.60750467,0.9384869,0.6616784,0.49259025,0.37442142,0.590647,0.48640394,0.39369252,0.7512266,0.39847052,1.0275911,0.3880014,0.6562809,0.40658835,0.5356482,1.0853858,1.057542,0.42882523,0.8655236,0.7254344,0.67049545,0.77818733,0.6480627,0.80087507,0.64773715,1.1909537,0.5158587,0.48631302,0.53044015,0.5187671,0.3998174,0.475742,0.69114316,0.4174471,0.692374,0.8601584,0.62016815,0.49063936,0.3924047,0.6502905,0.4358085,0.24197796,0.9800389,0.29325077,0.8646843,0.83081824,0.84567463
p158_v7,0.54174376,0.8852156,0.4535653,0.22848378,1.4827006,1.0691003,0.568772,0.8675649,0.95722616,0.7314954,0.9044546,0.8407426,0.9921623,0.7303479,1.224744,0.57324123,0.43277112,0.5842826,0.5607243,0.27187052,0.7269298,0.8552373,0.514244,0.7857166,0.95581627,0.6876521,0.60974437,0.43094164,0.6867835,0.59573793,0.2987354,0.5991562,0.45745373,1.0382047,0.57385784,0.6642308,0.49432695,0.32616782,1.7572956,1.0041713,0.642105,0.89170146,0.856024,0.809385,0.80722106,0.8319058,1.0693039,0.7611024,1.0300345,0.45026892,0.49345347,0.56188715,0.51727724,0.2627626,0.6487511,0.6976767,0.71875817,0.77978057,0.8639913,0.73354363,0.6378372,0.40637314,0.60092074,0.5925013,0.42009518,0.77627313,0.35649812,0.96117675,1.0215331,0.98264664
p092_v6,0.29602897,0.7316605,0.40758985,0.3338504,0.9910128,0.91153896,0.46669784,0.79922277,0.80563194,0.6486365,0.6494917,0.7717733,0.8377643,0.6159656,0.8879468,0.30072886,0.37569982,0.6800142,0.57160145,0.18896042,0.48914552,0.7452595,0.3844516,0.5763639,1.0267264,0.49592298,0.64089465,0.38615975,0.6388251,0.51672816,0.19950287,0.66066617,0.35051998,0.8537383,0.39772207,0.5958593,0.39419347,0.42912278,0.9240598,0.8132183,0.4639567,0.5945661,0.668475,0.5738738,0.6766212,0.74834734,0.77373666,0.45539072,0.78537744,0.31606996,0.42285037,0.4004021,0.5100709,0.16420746,0.49738804,0.54849535,0.333762,0.59163177,0.93375045,0.4438703,0.5338691,0.33149484,0.53449523,0.38471124,0.20488076,0.69714445,0.3119938,0.84352595,0.8127688,0.7582796
p110_v7,0.4066525,0.5452371,0.4005246,0.446598,1.1262428,1.0962629,0.36644265,0.7362394,0.6028263,0.5167639,0.7326403,0.62276745,0.7274418,0.65125453,1.0213467,0.5153515,0.4165386,0.5876936,0.34789988,0.16008091,0.5532906,0.5148088,0.45614108,0.61882794,0.97009164,0.44219828,0.53391373,0.42357513,0.54095334,0.42326906,0.20182982,0.7505044,0.3795031,0.7760635,0.3850855,0.72823083,0.34129706,0.25471136,1.0330834,0.9758155,0.4244816,0.6626313,0.6824591,0.7153368,0.6646695,0.79398924,0.81960225,0.598246,0.8321877,0.35321903,0.47226644,0.4559558,0.31377003,0.13068913,0.5501909,0.5537977,0.3599154,0.7222375,0.8346343,0.44947696,0.612975,0.43691096,0.5210277,0.44954506,0.27994442,0.9623695,0.4686491,0.9095199,0.75752217,0.7607535
p175_v4,0.5229377,0.61468375,0.59869957,0.22141197,1.2107475,0.905526,0.6496903,0.7184627,0.62351334,0.54306203,0.71161234,0.89893025,0.66397905,0.66750556,0.6470586,0.25923955,0.29174498,0.46623766,0.46046293,0.3139297,0.31606275,0.49650905,0.3687018,0.61795753,0.88446337,0.6594734,0.4488087,0.31806856,0.70161986,0.56965864,0.31469512,0.82798886,0.3509173,0.82336307,0.530598,0.6246864,0.4886384,0.30001992,1.3585399,0.8933074,0.4976764,0.757497,0.7165098,0.52496076,0.6287074,0.65169334,0.679589,0.739483,0.7184578,0.3171714,0.42528206,0.42614594,0.3771464,0.2988239,0.37046093,0.5170716,0.34798017,0.6161349,0.90153337,0.5439275,0.5567891,0.31504726,0.70655113,0.5534289,0.26562807,0.7087583,0.2510676,1.3135439,0.80129105,0.84835035
p183_v6,0.3656065,0.9823824,0.47605494,0.42595378,0.96498495,1.1230572,0.62130266,0.77697504,0.8953155,0.9039919,0.9165583,0.99352485,0.89588016,0.6687223,0.9517876,0.45445114,0.47704542,0.6086352,0.6441172,0.4538478,0.7336744,0.8395198,0.7721997,0.6727179,1.0109872,0.7968955,0.60873014,0.5256651,0.780139,0.70661896,0.5761548,0.61618507,0.29812637,0.95202,0.665632,0.7083157,0.5213759,0.38888633,1.060532,1.016033,0.7542404,0.711901,0.96072394,0.8900288,0.70991457,1.0786172,0.9446831,0.75953656,0.89528984,0.56133425,0.461559,0.46758217,0.5579308,0.35250896,0.72824556,1.0346352,0.6572005,0.8867034,1.1576158,0.744227,0.6718706,0.5430118,0.84011954,0.84501076,0.50072974,0.6331631,0.45286432,1.1420585,1.0036986,1.0264273
p111_v7,0.45136842,0.6510599,0.6140602,0.4566192,1.1897916,1.0250009,0.69886774,0.90397906,0.97297865,0.72808546,0.6673116,0.749127,0.7872545,0.67309254,0.7894743,0.49282357,0.3673157,0.5272665,0.43727002,0.23820888,0.6105959,0.85019433,0.5103599,0.7147564,0.96210337,0.6216477,0.63157594,0.40582666,0.63877296,0.681489,0.36817232,0.67762405,0.33688846,0.90872246,0.2962421,0.6593482,0.7424694,0.29747102,1.4572619,0.8297686,0.5222925,0.8041214,1.0838525,0.7222638,0.786568,0.66004276,0.72059083,0.60967857,0.6766595,0.6652691,0.43260896,0.46571028,0.3840094,0.33182627,0.6447786,0.77029556,0.47503415,0.7796449,0.9638724,0.7192098,0.6483725,0.36303306,0.56738794,0.5697534,0.2858888,0.8871604,0.31813544,0.9393273,0.9064276,0.85463786
p318_v7,0.27505758,0.5718761,0.3640012,0.46238518,0.9496918,0.94703025,0.57553864,0.70132387,0.7351455,0.44309837,0.64311177,0.8275861,0.64463556,0.69350255,0.98828894,0.30436748,0.3791714,0.54944706,0.49501932,0.25596914,0.5473973,0.60179865,0.40701848,0.6089986,0.8804582,0.6018722,0.57896864,0.3669741,0.5395536,0.5338592,0.29993057,0.5389707,0.39138964,0.91719615,0.40732577,0.6639875,0.3885446,0.45069528,1.2325382,1.1711713,0.52799034,0.84482396,0.8323765,0.5797727,0.62030005,0.8988542,0.4918591,0.5230205,1.1283954,0.32678127,0.41937956,0.44198754,0.45141834,0.21887575,0.67011434,0.59294194,0.5851277,0.6698917,0.9961131,0.5186973,0.5075579,0.36339915,0.5543044,0.4894607,0.19421372,0.86189973,0.3945762,0.86616015,0.8442294,0.8268976
p176_v7,0.44083586,0.557345,0.33934212,0.5303439,0.55719787,0.7264465,0.44258314,0.76562864,0.83533555,0.7716127,0.65402406,0.73541874,0.7634793,0.74400294,0.6822603,0.46917406,0.32336265,0.7843597,0.57326174,0.16116895,0.614209,0.6404339,0.41534787,0.6983407,0.9755339,0.60530156,0.5345524,0.35496715,0.6296111,0.47724205,0.40542853,0.48360008,0.45643848,0.83431995,0.3698136,0.48549902,0.44929278,0.62963086,0.6906508,0.7476672,0.36032262,0.62544465,0.95950323,0.50992924,0.6918713,0.7380046,0.5818316,0.48481655,0.7393843,0.31901425,0.4038975,0.6044562,0.41752908,0.13438399,0.5103136,0.6649461,0.44434607,0.77510774,0.8778928,0.5076341,0.55663514,0.374846,0.5836212,0.44437575,0.37068608,0.43639764,0.32661882,0.7090918,0.7776678,0.7430373
