SUBJECT,lh-bankssts,lh-caudalanteriorcingulate,lh-caudalmiddlefrontal,lh-cuneus,lh-entorhinal,lh-fusiform,lh-inferiorparietal,lh-inferiortemporal,lh-isthmuscingulate,lh-lateraloccipital,lh-lateralorbitofrontal,lh-lingual,lh-medialorbitofrontal,lh-middletemporal,lh-parahippocampal,lh-paracentral,lh-parsopercularis,lh-parsorbitalis,lh-parstriangularis,lh-pericalcarine,lh-postcentral,lh-posteriorcingulate,lh-precentral,lh-precuneus,lh-rostralanteriorcingulate,lh-rostralmiddlefrontal,lh-superiorfrontal,lh-superiorparietal,lh-superiortemporal,lh-supramarginal,lh-frontalpole,lh-temporalpole,lh-transversetemporal,lh-insula,rh-bankssts,rh-caudalanteriorcingulate,rh-caudalmiddlefrontal,rh-cuneus,rh-entorhinal,rh-fusiform,rh-inferiorparietal,rh-inferiortemporal,rh-isthmuscingulate,rh-lateraloccipital,rh-lateralorbitofrontal,rh-lingual,rh-medialorbitofrontal,rh-middletemporal,rh-parahippocampal,rh-paracentral,rh-parsopercularis,rh-parsorbitalis,rh-parstriangularis,rh-pericalcarine,rh-postcentral,rh-posteriorcingulate,rh-precentral,rh-precuneus,rh-rostralanteriorcingulate,rh-rostralmiddlefrontal,rh-superiorfrontal,rh-superiorparietal,rh-superiortemporal,rh-supramarginal,rh-frontalpole,rh-temporalpole,rh-transversetemporal,rh-insula,lh-MeanThickness,rh-MeanThickness
01016SACH,0.010567899999999852,-0.0015876000000001333,0.00023210000000006836,-0.001933399999999974,-0.010811799999999927,0.0019149000000000527,0.00024319999999988795,0.00017449999999996635,0.002319599999999866,0.0012528999999998902,-0.0036917000000000755,-0.003265700000000038,-0.0037970999999998867,0.0006873999999998937,-0.01556579999999963,0.004160200000000058,-0.0006764000000001325,-0.004635400000000178,0.000862699999999883,-0.0002692999999998058,0.003113700000000108,-0.00530620000000015,-0.0008292999999999218,0.0008561000000000263,0.0014775000000000205,-0.0012893000000002708,-0.00242090000000017,-0.001986500000000113,-0.0067182000000003406,-0.002407300000000223,-0.010468000000000366,-0.01912640000000021,-0.0024239000000001454,0.004075499999999899,-0.00039759999999988693,0.002850800000000042,-0.0019295000000001394,0.0002724000000000615,-0.022373500000000046,-0.0035484999999999545,-0.004554499999999795,-0.0020219999999997462,-0.0013289000000002993,0.001974499999999768,0.0007630000000000692,0.0006324000000001995,0.00019520000000028404,0.001080599999999876,-0.0009255999999999709,-0.00015070000000005912,-0.004664900000000305,0.002697900000000253,0.0014332999999999707,-0.001573899999999906,-0.0021036999999999306,-0.0022324000000000233,-0.003059799999999946,-0.0018720000000000958,0.0027561999999998754,0.001181600000000227,-0.0018671000000001214,-0.0007336000000000009,-0.0008732999999998547,-0.003716700000000017,0.0031444999999998835,-0.008069299999999835,-0.0048888000000000265,-0.0030662999999999663,-0.0010919000000000345,-0.0011252999999999957
